2025-03-06 15:35:28,1,206700,4,206700,4,206700,4,0,1,0
2025-03-06 15:35:37,1,4,4,4,0,1,0
2025-03-06 15:35:39,1,206704,4,206704,4,206704,4,0,1,0
2025-03-06 15:35:47,1,4,4,4,0,1,0
2025-03-06 15:35:49,1,206708,4,206708,4,206708,4,0,1,0
2025-03-06 15:35:54,1,4,4,4,0,1,0
2025-03-06 15:35:56,1,206712,4,206712,4,206712,4,0,1,0
2025-03-06 15:36:04,1,4,4,4,0,1,0
2025-03-06 15:36:06,1,206716,4,206716,4,206716,4,0,1,0
2025-03-06 15:36:14,1,4,4,4,0,1,0
2025-03-06 15:36:16,1,206720,4,206720,4,206720,4,0,1,0
2025-03-06 15:36:24,1,4,4,4,0,1,0
2025-03-06 15:36:24,1,206724,4,206724,4,206724,4,0,1,0
2025-03-06 15:36:32,1,4,4,4,0,1,0
2025-03-06 15:36:34,1,206728,4,206728,4,206728,4,0,1,0
2025-03-06 15:36:42,1,4,4,4,0,1,0
2025-03-06 15:36:44,1,206732,4,206732,4,206732,4,0,1,0
2025-03-06 15:36:52,1,4,4,4,0,1,0
2025-03-06 15:36:54,1,206736,4,206736,4,206736,4,0,1,0
2025-03-06 15:36:59,1,4,4,4,0,1,0
2025-03-06 15:37:01,1,206740,4,206740,4,206740,4,0,1,0
2025-03-06 15:37:09,1,4,4,4,0,1,0
2025-03-06 15:37:11,1,206744,4,206744,4,206744,4,0,1,0
2025-03-06 15:37:21,1,206747,3,206747,3,206747,3,0,1,0
2025-03-06 15:37:29,1,206750,3,206750,3,206750,3,0,1,0
2025-03-06 15:37:39,1,206753,3,206753,3,206753,3,0,1,0
2025-03-06 15:37:49,1,206756,3,206756,3,206756,3,0,1,0
2025-03-06 15:37:56,1,206759,3,206759,3,206759,3,0,1,0
2025-03-06 15:38:06,1,206762,3,206762,3,206762,3,0,1,0
2025-03-06 15:38:16,1,206765,3,206765,3,206765,3,0,1,0
2025-03-06 15:38:24,1,206768,3,206768,3,206768,3,0,1,0
2025-03-06 15:38:34,1,206771,3,206771,3,206771,3,0,1,0
2025-03-06 15:38:44,1,206774,3,206774,3,206774,3,0,1,0
2025-03-06 15:38:54,1,206777,3,206777,3,206777,3,0,1,0
2025-03-06 15:39:01,1,206780,3,206780,3,206780,3,0,1,0
2025-03-06 15:39:11,1,206783,3,206783,3,206783,3,0,1,0
2025-03-06 15:39:21,1,206786,3,206786,3,206786,3,0,1,0
2025-03-06 15:39:29,1,206789,3,206789,3,206789,3,0,1,0
2025-03-06 15:39:39,1,206792,3,206792,3,206792,3,0,1,0
2025-03-06 15:39:49,1,206795,3,206795,3,206795,3,0,1,0
2025-03-06 15:39:56,1,206798,3,206798,3,206798,3,0,1,0
2025-03-06 15:40:06,1,206801,3,206801,3,206801,3,0,1,0
2025-03-06 15:40:17,1,206804,3,206804,3,206804,3,0,1,0
2025-03-06 15:40:24,1,206807,3,206807,3,206807,3,0,1,0
2025-03-06 15:40:34,1,206810,3,206810,3,206810,3,0,1,0
2025-03-06 15:40:44,1,206813,3,206813,3,206813,3,0,1,0
2025-03-06 15:40:54,1,206816,3,206816,3,206816,3,0,1,0
2025-03-06 15:41:02,1,206819,3,206819,3,206819,3,0,1,0
2025-03-06 15:41:12,1,206822,3,206822,3,206822,3,0,1,0
2025-03-06 15:41:22,1,206825,3,206825,3,206825,3,0,1,0
2025-03-06 15:41:29,1,206828,3,206828,3,206828,3,0,1,0
2025-03-06 15:41:39,1,206831,3,206831,3,206831,3,0,1,0
2025-03-06 15:41:49,1,206834,3,206834,3,206834,3,0,1,0
2025-03-06 15:41:57,1,206837,3,206837,3,206837,3,0,1,0
2025-03-06 15:42:07,1,206840,3,206840,3,206840,3,0,1,0
2025-03-06 15:42:17,1,206843,3,206843,3,206843,3,0,1,0
2025-03-06 15:42:24,1,206846,3,206846,3,206846,3,0,1,0
2025-03-06 15:42:34,1,206849,3,206849,3,206849,3,0,1,0
2025-03-06 15:42:44,1,206852,3,206852,3,206852,3,0,1,0
2025-03-06 15:42:54,1,206855,3,206855,3,206855,3,0,1,0
2025-03-06 15:43:02,1,206858,3,206858,3,206858,3,0,1,0
